crop,temp,humidity,gas,gradient,gas_trend,humidity_trend,confidence,current_risk,future_risk,time,spatial_score,gas_accel,label
Rice_Processed,7.72,44.65,596.6,0.706,-3.214,1.244,0.822,0.1176,0.0982,M01_H21,0.915,0.8399,Safe
Rice_Paddy,24.47,60.8,603.1,4.787,-5.73,0.436,0.964,0.1417,0.1214,M11_H10,0.426,-0.6813,Safe
Mustard_Seed,35.63,53.97,1121.7,4.877,7.8,-0.158,0.949,0.5362,0.5438,M07_H00,0.415,1.0302,High_Spoilage_Risk
Soybean,19.9,73.79,1080.4,0.668,10.423,-0.358,0.952,0.5785,0.6342,M12_H05,0.92,1.5459,High_Spoilage_Risk
Jute_Seed,14.69,38.96,852.6,4.348,11.042,1.176,0.867,0.2554,0.2411,M05_H21,0.478,0.7935,Low_Spoilage_Risk
Rice_Paddy,13.8,65.12,406.7,3.827,-2.583,-0.417,0.868,0.1729,0.1768,M01_H07,0.541,-2.4964,Low_Spoilage_Risk
Mustard_Seed,40.95,81.47,1136.4,4.118,36.254,0.086,0.894,0.9359,1.0,M08_H13,0.506,6.1746,Critical_Spoilage
Black_Gram,36.24,35.18,857.6,2.179,-1.316,1.113,0.963,0.4388,0.4817,M02_H14,0.739,-0.8291,Moderate_Spoilage_Risk
Garlic,13.62,79.79,688.2,4.557,16.666,-1.63,0.91,0.5139,0.5688,M02_H05,0.453,0.968,High_Spoilage_Risk
Black_Gram,41.05,60.24,890.9,0.414,15.816,-0.952,0.982,0.3684,0.4155,M11_H12,0.95,2.2533,Moderate_Spoilage_Risk
Groundnut,36.23,71.89,1270.2,2.287,27.984,0.935,0.871,0.9239,0.9753,M07_H17,0.726,1.605,Critical_Spoilage
Wheat,15.4,45.5,414.1,4.699,-16.361,-0.842,0.991,0.1955,0.2221,M08_H11,0.436,-3.1639,Low_Spoilage_Risk
Rice_Paddy,42.07,66.99,1372.5,2.063,4.233,1.007,0.83,0.5185,0.5538,M08_H10,0.752,3.1409,High_Spoilage_Risk
Soybean,21.44,50.27,436.4,1.072,-12.921,0.086,0.845,0.0556,0.0675,M01_H12,0.871,-0.6617,Safe
Jute_Seed,10.91,59.47,520.2,3.203,-2.157,0.719,0.936,0.1476,0.1391,M07_H00,0.616,-2.368,Safe
Chickpea,27.18,67.94,618.4,4.721,0.083,-0.759,0.928,0.3274,0.3205,M08_H13,0.433,1.1689,Moderate_Spoilage_Risk
Rice_Paddy,30.7,70.06,506.2,3.203,-10.552,1.302,0.859,0.2235,0.2331,M06_H11,0.616,1.0,Low_Spoilage_Risk
Chickpea,35.44,78.99,1346.1,1.851,6.884,0.648,0.986,0.9155,0.9823,M08_H11,0.778,5.2908,Critical_Spoilage
Maize,26.31,83.2,930.9,0.191,1.528,-0.386,0.751,0.5328,0.5799,M09_H18,0.977,2.8792,High_Spoilage_Risk
Onion,3.79,85.36,689.0,3.372,19.424,-0.281,0.723,0.4704,0.5235,M06_H22,0.589,1.3106,High_Spoilage_Risk
Lentil,29.59,45.49,587.9,0.958,1.493,0.466,0.935,0.2951,0.2784,M03_H07,0.885,1.5741,Low_Spoilage_Risk
Sugarcane_Ratoon,37.7,72.36,792.8,1.001,-3.147,-0.091,0.931,0.3287,0.3459,M08_H07,0.88,1.067,Moderate_Spoilage_Risk
Chickpea,42.71,61.37,1456.9,3.856,15.993,0.476,0.882,0.6009,0.6434,M04_H17,0.537,2.0358,High_Spoilage_Risk
Groundnut,7.37,48.88,495.2,1.608,-19.254,1.182,0.968,0.1137,0.1317,M08_H00,0.807,-0.1933,Safe
Mustard_Seed,31.05,68.87,1105.5,2.927,11.402,0.716,0.916,0.8802,0.8689,M11_H21,0.649,1.3623,Critical_Spoilage
Rice_Processed,23.54,50.58,769.2,1.87,6.698,1.2,0.909,0.1249,0.1355,M05_H15,0.776,-1.097,Safe
Maize,20.13,58.58,747.4,0.86,3.249,-1.127,0.914,0.0719,0.0801,M07_H02,0.897,0.0828,Safe
Maize,12.61,80.46,899.5,1.368,8.209,-0.243,0.883,0.569,0.5672,M05_H16,0.836,-1.0527,High_Spoilage_Risk
Sugarcane_Ratoon,29.06,94.04,1286.9,4.622,10.669,1.805,0.519,0.7004,0.7153,M07_H04,0.295,3.093,Critical_Spoilage
Maize,17.68,64.35,725.9,4.777,-6.172,0.382,0.964,0.1976,0.2455,M07_H02,0.427,1.3879,Low_Spoilage_Risk
Lentil,30.21,48.77,494.6,2.633,8.351,0.601,0.827,0.3665,0.4025,M07_H10,0.684,-2.6918,Moderate_Spoilage_Risk
Onion,22.54,67.74,1334.4,0.598,19.497,-0.569,0.867,0.4088,0.4585,M12_H13,0.928,1.0341,Moderate_Spoilage_Risk
Potato,18.57,83.5,1249.8,0.72,6.472,0.588,0.702,0.4323,0.4884,M12_H19,0.914,3.94,Moderate_Spoilage_Risk
Rice_Processed,32.25,59.38,902.2,4.839,6.968,-0.375,0.844,0.2846,0.3228,M04_H20,0.419,-1.7648,Moderate_Spoilage_Risk
Wheat,34.67,61.56,585.0,0.242,4.003,0.211,0.889,0.2529,0.2611,M10_H07,0.971,0.9219,Low_Spoilage_Risk
Rice_Paddy,33.14,76.04,1055.8,2.818,10.073,0.046,0.98,0.6784,0.677,M09_H22,0.662,2.4193,High_Spoilage_Risk
Rice_Paddy,30.25,72.79,880.6,1.788,11.372,-0.873,0.994,0.345,0.3975,M07_H18,0.785,-0.2303,Moderate_Spoilage_Risk
Chickpea,33.81,49.42,933.3,1.686,8.587,0.528,0.877,0.4228,0.4545,M05_H12,0.798,2.9576,Moderate_Spoilage_Risk
Wheat,34.44,55.12,780.5,2.846,5.657,-0.092,0.962,0.4207,0.4404,M02_H23,0.658,1.7498,Moderate_Spoilage_Risk
Lentil,25.17,74.06,1078.1,1.869,11.456,1.526,0.922,0.5892,0.6007,M10_H23,0.776,2.3685,High_Spoilage_Risk
Sugarcane_Ratoon,40.45,68.16,1069.2,1.925,11.677,-0.13,0.892,0.4359,0.4185,M06_H09,0.769,1.5866,Moderate_Spoilage_Risk
Potato,9.17,81.38,403.3,0.941,0.016,-0.572,0.826,0.0944,0.1256,M11_H12,0.887,4.0895,Safe
Potato,14.81,77.08,577.5,2.114,9.574,1.142,0.945,0.203,0.1969,M03_H13,0.746,-1.2419,Low_Spoilage_Risk
Sugarcane_Ratoon,32.35,71.08,606.2,1.71,-1.689,-0.896,0.904,0.1262,0.151,M10_H07,0.795,1.9285,Safe
Maize,11.18,78.68,791.9,3.031,-2.647,1.032,0.856,0.5488,0.5959,M09_H20,0.636,1.4541,High_Spoilage_Risk
Jute_Seed,27.7,78.01,849.6,3.586,6.23,1.475,0.988,0.5739,0.566,M03_H16,0.57,0.8057,High_Spoilage_Risk
Potato,3.23,99,1054.2,0.318,-3.27,0.82,0.648,0.5474,0.5412,M01_H21,0.729,1.883,High_Spoilage_Risk
Wheat,10.04,56.78,498.3,3.433,-3.491,0.285,0.915,0.1222,0.149,M10_H22,0.588,-1.3001,Safe
Lentil,23.48,58.69,646.6,3.529,3.064,-0.303,0.865,0.1557,0.2144,M03_H13,0.577,3.8076,Low_Spoilage_Risk
Soybean,19.86,63.91,615.1,2.203,-3.9,-0.161,0.917,0.0954,0.1043,M04_H10,0.736,0.4336,Safe
Chickpea,11.81,66.02,569.6,0.668,-0.202,0.363,0.921,0.1347,0.1675,M10_H21,0.92,6.3982,Low_Spoilage_Risk
Maize,12.16,55.75,375.5,4.051,0.158,-0.117,0.85,0.1325,0.1634,M08_H16,0.514,-2.2442,Low_Spoilage_Risk
Maize,24.11,68.31,788.1,3.339,-12.24,-0.116,0.91,0.1943,0.2077,M03_H12,0.599,-1.6295,Low_Spoilage_Risk
Rice_Paddy,32.69,78.85,975.6,1.33,3.982,0.511,0.934,0.6802,0.6643,M05_H19,0.84,1.158,High_Spoilage_Risk
Wheat,22.63,71.91,771.2,0.153,-1.645,-1.438,0.923,0.3575,0.3615,M11_H20,0.982,1.9299,Moderate_Spoilage_Risk
Lentil,31.89,71.46,956.3,4.659,20.305,0.808,0.94,0.7846,0.8069,M08_H11,0.441,-1.6626,Critical_Spoilage
Maize,10.9,52.04,460.5,1.623,-5.536,-0.257,0.927,0.1191,0.1158,M12_H07,0.805,-3.6051,Safe
Chickpea,10.48,73.77,907.0,0.558,9.348,0.39,0.954,0.4415,0.4476,M11_H18,0.933,3.8783,Moderate_Spoilage_Risk
Onion,-1.83,61.14,445.4,0.521,6.512,0.941,0.994,0.1425,0.175,M11_H06,0.937,0.7184,Low_Spoilage_Risk
Groundnut,36.66,71.21,1286.8,3.285,27.574,-0.348,0.884,0.969,1.0,M08_H08,0.606,1.9233,Critical_Spoilage
Chickpea,7.53,38.3,674.5,4.44,9.127,-0.819,0.836,0.268,0.271,M08_H01,0.467,1.9755,Low_Spoilage_Risk
Groundnut,32.41,48.06,757.4,3.242,-5.441,-0.145,0.893,0.4883,0.4981,M06_H07,0.611,1.8911,Moderate_Spoilage_Risk
Chickpea,28.09,44.53,702.7,2.302,-4.334,-0.595,0.849,0.1734,0.2158,M01_H15,0.724,-1.8241,Low_Spoilage_Risk
Lentil,10.06,68.03,924.6,2.492,-0.837,-0.64,0.891,0.4075,0.4134,M12_H00,0.701,-0.8488,Moderate_Spoilage_Risk
Onion,12.86,81.03,913.4,3.842,15.594,-0.37,0.907,0.4499,0.4667,M12_H04,0.539,-0.222,Moderate_Spoilage_Risk
Lentil,22.47,44.95,399.3,4.079,-21.178,-0.028,0.988,0.152,0.1947,M02_H08,0.511,2.337,Low_Spoilage_Risk
Groundnut,33.07,49.53,1174.5,0.514,-2.085,1.131,0.848,0.5298,0.5515,M12_H06,0.938,1.7667,High_Spoilage_Risk
Maize,13.67,62.05,495.4,2.663,-6.756,0.105,0.942,0.1262,0.1516,M02_H18,0.68,-1.2787,Safe
Garlic,19.63,61.72,1228.9,0.611,5.679,-0.768,0.881,0.3385,0.3125,M09_H18,0.927,-0.4275,Moderate_Spoilage_Risk
Rice_Paddy,45.06,63.57,1061.7,4.294,7.542,-0.593,0.905,0.5735,0.59,M07_H14,0.485,3.2054,High_Spoilage_Risk
Rice_Processed,39.16,63.26,981.0,1.485,12.811,-0.367,0.881,0.3967,0.4004,M01_H16,0.822,-0.8798,Moderate_Spoilage_Risk
Garlic,15.48,66.84,1103.7,2.21,-3.86,-0.457,0.956,0.3168,0.3535,M06_H07,0.735,2.7132,Moderate_Spoilage_Risk
Mustard_Seed,26.39,44.82,486.2,1.135,-8.305,0.288,0.871,0.1504,0.1879,M10_H19,0.864,-1.0091,Low_Spoilage_Risk
Sugarcane_Ratoon,16.88,82.21,527.9,3.104,-14.985,0.854,0.739,0.2513,0.2475,M03_H17,0.628,-0.802,Low_Spoilage_Risk
Rice_Paddy,19.62,73.11,719.0,3.226,0.037,0.885,0.949,0.2655,0.3001,M03_H03,0.613,0.9799,Low_Spoilage_Risk
Chickpea,29.68,61.19,659.7,2.386,11.221,-0.142,0.929,0.2678,0.2511,M03_H03,0.714,-0.2031,Low_Spoilage_Risk
Lentil,24.85,68.44,791.4,2.247,-4.965,1.202,0.945,0.3766,0.3712,M12_H03,0.73,3.2647,Moderate_Spoilage_Risk
Rice_Paddy,34.22,82.77,1470.0,1.129,7.094,0.427,0.895,0.8827,0.9034,M03_H01,0.865,3.0379,Critical_Spoilage
Lentil,16.59,42.71,657.5,2.224,-9.107,-0.433,0.988,0.1362,0.1446,M11_H03,0.733,-2.2704,Safe
Soybean,11.61,72.24,495.7,0.747,12.331,0.598,0.906,0.3627,0.4189,M06_H15,0.91,1.1385,Moderate_Spoilage_Risk
Rice_Paddy,29.02,68.02,565.1,1.378,-5.338,-0.608,0.936,0.0898,0.1342,M10_H19,0.835,0.0322,Safe
Lentil,30.18,62.04,911.4,3.616,-7.3,-0.555,0.997,0.5346,0.5505,M09_H22,0.566,-1.1134,High_Spoilage_Risk
Onion,4.47,79.94,1086.1,4.627,13.508,1.577,0.975,0.4195,0.412,M01_H05,0.445,2.0969,Moderate_Spoilage_Risk
Mustard_Seed,25.1,46.63,801.0,0.705,-7.271,0.336,0.976,0.1113,0.166,M12_H15,0.915,1.2828,Safe
Lentil,14.95,34.73,665.3,2.232,6.993,-1.194,0.973,0.1598,0.1692,M10_H05,0.732,-1.3714,Low_Spoilage_Risk
Maize,31.32,47.38,540.3,1.035,6.292,-1.13,0.907,0.2472,0.2445,M12_H21,0.876,0.7525,Low_Spoilage_Risk
Wheat,35.71,80.08,1359.6,4.327,28.509,0.424,0.752,0.9821,0.9842,M07_H00,0.481,0.1999,Critical_Spoilage
Rice_Processed,21.51,66.86,401.8,3.346,-9.816,0.453,0.973,0.1509,0.156,M10_H03,0.598,1.2158,Low_Spoilage_Risk
Garlic,2.72,51.57,684.8,2.076,-0.652,-0.247,0.943,0.1646,0.1527,M01_H10,0.751,2.1145,Low_Spoilage_Risk
Sugarcane_Ratoon,24.71,53.43,906.9,1.265,3.117,0.288,0.963,0.151,0.1604,M04_H18,0.848,-4.8855,Low_Spoilage_Risk
Potato,14.35,89.01,986.3,1.973,-6.891,-0.232,0.725,0.2269,0.2198,M11_H07,0.696,-1.3492,Low_Spoilage_Risk
Onion,15.11,70.87,814.9,3.897,1.064,-0.899,0.971,0.263,0.3045,M04_H21,0.532,0.1719,Low_Spoilage_Risk
Black_Gram,15.35,70.1,654.2,3.14,-2.785,1.435,0.85,0.3679,0.3495,M04_H20,0.623,-1.3064,Moderate_Spoilage_Risk
Groundnut,33.98,76.79,1024.1,0.922,22.243,1.08,0.965,0.838,0.884,M09_H02,0.889,0.4527,Critical_Spoilage
Lentil,24.68,42.04,701.5,4.215,-7.241,-0.369,0.867,0.1745,0.1823,M02_H15,0.494,1.0913,Low_Spoilage_Risk
Wheat,36.48,77.87,1391.7,0.75,16.721,-0.447,0.821,0.8973,0.9408,M05_H10,0.91,2.2676,Critical_Spoilage
Soybean,28.04,52.35,486.5,2.628,-9.07,-1.728,0.913,0.2106,0.1995,M12_H17,0.685,4.0135,Low_Spoilage_Risk
Rice_Processed,17.26,73.4,579.8,4.914,9.264,1.628,0.935,0.3815,0.4024,M04_H20,0.41,3.2066,Moderate_Spoilage_Risk
Soybean,6.09,59.51,460.3,3.745,6.333,0.402,0.874,0.1691,0.1461,M08_H05,0.551,-0.7211,Low_Spoilage_Risk
Potato,15.73,83.22,439.9,0.97,2.239,0.651,0.945,0.1808,0.2418,M11_H03,0.884,3.6794,Low_Spoilage_Risk
Soybean,13.49,48.22,677.3,1.412,13.745,-0.764,0.821,0.1098,0.104,M06_H23,0.831,0.5443,Safe
Mustard_Seed,34.8,66.94,1215.8,3.717,-2.024,-0.059,0.872,0.8344,0.861,M12_H07,0.554,3.8146,Critical_Spoilage
Maize,23.58,49.38,896.9,0.934,-11.963,-0.123,0.915,0.188,0.2323,M12_H05,0.888,-0.1383,Low_Spoilage_Risk
Wheat,6.18,49.61,683.6,0.28,-1.259,0.72,0.971,0.1187,0.1623,M10_H20,0.966,-2.3569,Safe
Wheat,17.37,49.43,517.8,2.12,0.587,0.065,0.914,0.1351,0.1171,M09_H09,0.746,0.2417,Safe
Rice_Processed,25.97,47.05,731.1,2.903,-10.568,0.475,0.86,0.1938,0.2382,M08_H09,0.652,2.9939,Low_Spoilage_Risk
Black_Gram,17.86,76.59,574.1,2.646,1.395,-0.026,0.892,0.4908,0.5145,M07_H06,0.682,-2.0475,High_Spoilage_Risk
Sugarcane_Ratoon,35.87,72.44,1214.3,3.861,2.761,1.263,0.825,0.4731,0.5356,M11_H08,0.537,4.6751,High_Spoilage_Risk
Sugarcane_Ratoon,39.45,84.0,835.6,3.572,7.586,0.249,0.943,0.6031,0.5991,M02_H03,0.571,-0.3828,High_Spoilage_Risk
Rice_Paddy,27.64,60.59,501.4,0.574,-8.365,-0.197,0.931,0.0129,0.0578,M06_H16,0.931,1.9067,Safe
Potato,18.24,81.2,1288.3,1.326,-0.165,1.723,0.95,0.4718,0.477,M01_H19,0.841,2.1408,Moderate_Spoilage_Risk
Black_Gram,11.0,53.64,464.7,0.879,-1.026,-2.331,0.927,0.0407,0.0874,M08_H09,0.895,-0.5033,Safe
Garlic,5.14,72.04,499.6,4.81,-5.339,-0.096,0.994,0.2291,0.2446,M03_H04,0.423,-1.298,Low_Spoilage_Risk
Lentil,27.94,54.86,511.6,3.005,0.802,0.144,0.89,0.2535,0.2553,M11_H04,0.639,1.209,Low_Spoilage_Risk
Potato,24.75,98.56,1468.8,2.622,8.191,-0.056,0.666,0.9463,0.9951,M04_H09,0.459,0.0945,Critical_Spoilage
Groundnut,26.86,72.3,600.3,4.928,16.402,0.48,0.886,0.6586,0.6754,M05_H08,0.409,1.106,High_Spoilage_Risk
Potato,10.65,95.19,645.0,4.739,-10.96,0.568,0.698,0.1889,0.1784,M02_H04,0.261,-1.209,Low_Spoilage_Risk
Soybean,25.39,57.49,386.8,4.917,-16.4,0.978,0.845,0.1494,0.1394,M01_H03,0.41,0.9521,Safe
Sugarcane_Ratoon,30.52,66.33,620.2,1.805,-15.842,-0.244,0.992,0.093,0.1148,M01_H09,0.783,-3.0525,Safe
Rice_Paddy,30.6,84.85,1460.3,3.759,7.404,0.642,0.811,0.8506,0.9038,M08_H17,0.549,-0.877,Critical_Spoilage
Soybean,5.71,46.82,765.1,2.423,-9.568,0.62,0.821,0.2211,0.2397,M09_H20,0.709,1.8955,Low_Spoilage_Risk
Garlic,15.52,84.62,1493.5,0.498,26.705,0.578,0.736,0.6984,0.7711,M03_H20,0.94,3.9116,Critical_Spoilage
Jute_Seed,26.58,65.76,527.2,3.751,-12.019,0.051,0.851,0.1788,0.2201,M05_H08,0.55,-0.9835,Low_Spoilage_Risk
Rice_Paddy,35.21,63.42,886.2,2.185,4.027,-0.717,0.865,0.4195,0.4098,M04_H12,0.738,0.4972,Moderate_Spoilage_Risk
Jute_Seed,34.14,46.27,832.5,1.187,-5.632,0.53,0.951,0.3,0.3157,M12_H04,0.858,4.1477,Moderate_Spoilage_Risk
Wheat,9.36,56.35,788.8,1.314,-8.197,0.228,0.984,0.1418,0.1582,M04_H18,0.842,4.3427,Low_Spoilage_Risk
Potato,14.19,87.55,763.1,4.966,-15.63,-0.873,0.811,0.2183,0.2581,M02_H07,0.362,0.9597,Low_Spoilage_Risk
Chickpea,39.15,53.24,1069.4,0.809,10.305,-0.085,0.866,0.385,0.4402,M01_H07,0.903,3.5335,Moderate_Spoilage_Risk
Sugarcane_Ratoon,16.67,73.62,669.8,2.973,1.645,0.832,0.952,0.1391,0.1824,M03_H10,0.643,-3.0816,Low_Spoilage_Risk
Maize,6.12,57.21,836.2,0.419,9.483,1.289,0.933,0.1262,0.1589,M10_H03,0.95,-1.5826,Safe
Sugarcane_Ratoon,39.63,68.05,789.5,2.713,13.853,0.655,0.977,0.3896,0.441,M08_H08,0.674,1.7399,Moderate_Spoilage_Risk
Lentil,29.38,62.8,769.0,3.551,16.635,2.285,0.859,0.4889,0.523,M12_H08,0.574,-1.1967,High_Spoilage_Risk
Groundnut,25.72,57.44,639.1,3.887,-8.808,0.799,0.9,0.2001,0.2436,M10_H02,0.534,-0.8561,Low_Spoilage_Risk
Sugarcane_Ratoon,23.07,68.24,445.7,1.771,-10.755,-0.187,0.836,0.0711,0.0619,M05_H22,0.787,0.4819,Safe
Sugarcane_Ratoon,40.08,96.26,1268.8,3.762,22.137,1.349,0.544,0.9619,1.0,M03_H15,0.361,2.7549,Critical_Spoilage
Groundnut,33.29,66.92,672.4,1.393,14.113,-0.323,0.849,0.4665,0.5238,M02_H02,0.833,-0.1782,High_Spoilage_Risk
Potato,15.63,93.2,988.4,0.856,4.318,0.983,0.721,0.2216,0.2575,M10_H09,0.761,-5.127,Low_Spoilage_Risk
Potato,6.98,96.36,560.4,4.227,-2.738,-1.437,0.557,0.4247,0.4646,M03_H18,0.303,1.9428,Moderate_Spoilage_Risk
Rice_Paddy,25.91,65.88,570.9,0.241,0.004,-0.408,0.881,0.0249,0.0535,M02_H08,0.971,0.8432,Safe
Maize,26.93,68.93,866.7,3.458,-12.473,-0.573,0.9,0.2074,0.2543,M11_H07,0.585,-0.3196,Low_Spoilage_Risk
Potato,16.71,89.71,1058.7,2.565,-0.818,0.185,0.838,0.3407,0.366,M10_H15,0.614,2.499,Moderate_Spoilage_Risk
Onion,8.94,73.91,471.5,4.577,9.938,0.592,0.822,0.1631,0.1786,M10_H05,0.451,-2.2531,Low_Spoilage_Risk
Soybean,25.93,83.37,1099.7,4.908,8.106,0.984,0.948,0.7424,0.7581,M09_H11,0.411,2.142,Critical_Spoilage
Lentil,26.47,70.46,722.4,4.996,-4.62,0.739,0.828,0.5363,0.5585,M08_H11,0.4,3.7175,High_Spoilage_Risk
Onion,5.78,62.82,592.3,0.852,-2.949,0.196,0.953,0.0937,0.1254,M11_H01,0.898,-2.0808,Safe
Lentil,16.97,52.04,737.9,0.269,-5.121,1.011,0.83,0.0696,0.0501,M09_H00,0.968,-3.7668,Safe
Black_Gram,7.07,60.0,703.0,2.062,-16.359,0.259,0.851,0.1643,0.1862,M08_H00,0.753,-0.67,Low_Spoilage_Risk
Potato,23.33,97.53,1051.2,4.529,17.768,1.128,0.735,0.9193,0.9603,M09_H15,0.248,-1.9681,Critical_Spoilage
Maize,16.25,81.14,1185.8,0.354,12.731,0.442,0.759,0.6145,0.6477,M02_H10,0.958,3.8047,High_Spoilage_Risk
Chickpea,29.44,72.51,558.8,0.736,7.3,-0.268,0.895,0.4473,0.4376,M04_H00,0.912,-0.2635,Moderate_Spoilage_Risk
Sugarcane_Ratoon,15.54,69.63,537.0,0.922,-13.252,0.939,0.886,0.0406,0.0844,M10_H02,0.889,-0.3771,Safe
Mustard_Seed,27.03,61.84,561.7,2.368,17.266,-0.653,0.844,0.2808,0.3275,M09_H21,0.716,-0.2753,Moderate_Spoilage_Risk
Garlic,4.92,61.69,746.7,1.658,8.406,-0.26,0.973,0.0883,0.0679,M05_H00,0.801,-2.7598,Safe
Jute_Seed,18.18,55.65,535.3,3.929,1.833,-0.222,0.848,0.1652,0.139,M12_H04,0.529,-1.5479,Safe
Potato,21.59,87.91,1397.1,3.763,8.435,0.058,0.765,0.6015,0.639,M10_H13,0.5,0.2476,High_Spoilage_Risk
Rice_Processed,21.21,42.26,370.7,1.991,3.65,-0.23,0.979,0.1194,0.1219,M05_H06,0.761,-5.2426,Safe
Onion,17.37,65.74,560.9,3.558,-0.531,-0.168,0.86,0.2481,0.2938,M09_H13,0.573,0.3108,Low_Spoilage_Risk
Lentil,23.15,52.38,651.3,2.094,0.352,-0.676,0.997,0.1255,0.1075,M06_H21,0.749,-0.9318,Safe
Rice_Paddy,39.89,63.09,713.7,1.067,5.754,-1.082,0.938,0.3184,0.3551,M06_H11,0.872,-0.4423,Moderate_Spoilage_Risk
Mustard_Seed,23.87,43.51,609.9,2.743,6.395,-0.95,0.85,0.1576,0.1859,M09_H19,0.671,-6.4279,Low_Spoilage_Risk
Soybean,27.83,42.1,456.9,0.385,12.279,0.171,0.888,0.1438,0.1507,M04_H06,0.954,-0.8908,Safe
Garlic,21.35,87.52,886.0,1.078,24.263,0.232,0.784,0.6977,0.7196,M09_H23,0.829,2.5577,Critical_Spoilage
Rice_Paddy,19.89,87.07,1028.1,2.469,22.336,-0.623,0.767,0.6584,0.7228,M07_H05,0.669,2.9835,High_Spoilage_Risk
Rice_Processed,16.03,43.03,723.7,2.603,-12.862,-0.38,0.889,0.166,0.1884,M02_H21,0.688,0.5353,Low_Spoilage_Risk
Potato,19.13,97.06,1018.9,0.461,-0.845,0.63,0.813,0.7568,0.772,M01_H20,0.744,0.8785,Critical_Spoilage
Black_Gram,14.16,77.21,991.2,3.648,2.989,1.239,0.842,0.6359,0.6786,M10_H09,0.562,1.9441,High_Spoilage_Risk
Black_Gram,23.05,53.15,701.2,3.664,-3.076,-0.546,0.876,0.2046,0.2126,M10_H03,0.56,0.7315,Low_Spoilage_Risk
Black_Gram,34.71,46.26,577.7,2.229,-4.247,0.127,0.847,0.3684,0.4021,M04_H12,0.733,2.4064,Moderate_Spoilage_Risk
Groundnut,27.61,43.97,841.2,2.226,-19.578,-0.049,0.98,0.3428,0.3781,M12_H07,0.733,0.666,Moderate_Spoilage_Risk
Wheat,21.93,47.91,378.0,2.661,7.231,-0.655,0.852,0.1625,0.1893,M06_H14,0.681,1.2615,Low_Spoilage_Risk
Black_Gram,34.08,65.62,968.3,1.418,2.043,0.709,0.885,0.4971,0.5419,M11_H05,0.83,2.6837,High_Spoilage_Risk
Onion,26.75,93.33,1298.0,0.475,42.231,-0.121,0.691,0.8509,0.9348,M07_H11,0.804,5.5948,Critical_Spoilage
Rice_Processed,15.59,66.72,738.2,3.677,-3.623,0.648,0.923,0.1986,0.181,M03_H01,0.559,0.0499,Low_Spoilage_Risk
Soybean,22.34,42.11,853.1,0.698,-8.805,-0.308,0.883,0.1651,0.1412,M02_H01,0.916,0.0036,Low_Spoilage_Risk
Onion,21.68,84.76,1342.5,1.103,17.42,0.615,0.736,0.7366,0.7465,M12_H17,0.868,0.8496,Critical_Spoilage
Potato,24.5,99,1529.1,2.622,18.226,0.837,0.529,0.9709,1.0,M05_H15,0.452,3.2983,Critical_Spoilage
Garlic,2.14,81.84,659.9,4.517,13.433,0.337,0.782,0.5246,0.562,M02_H14,0.458,2.7618,High_Spoilage_Risk
Wheat,28.92,53.27,893.2,1.376,-6.309,-0.763,0.873,0.3566,0.3288,M05_H09,0.835,-2.0994,Moderate_Spoilage_Risk
Garlic,9.58,64.58,510.6,3.577,9.73,-0.254,0.966,0.1509,0.2062,M05_H09,0.571,-0.5993,Low_Spoilage_Risk
Sugarcane_Ratoon,16.41,72.6,660.2,4.547,11.286,0.533,0.843,0.1689,0.2016,M08_H02,0.454,-1.0572,Low_Spoilage_Risk
Potato,15.47,87.16,1152.8,2.401,0.538,0.213,0.944,0.3221,0.3108,M04_H11,0.676,0.8077,Moderate_Spoilage_Risk
Potato,12.74,99,1062.2,3.109,10.37,-0.427,0.617,0.6519,0.7035,M03_H14,0.394,-1.9195,High_Spoilage_Risk
Rice_Paddy,27.71,53.17,787.0,1.293,4.252,0.734,0.857,0.1439,0.2017,M08_H02,0.845,3.093,Low_Spoilage_Risk
Black_Gram,18.58,57.99,680.1,4.823,-11.663,0.412,0.943,0.1951,0.1753,M01_H07,0.421,-3.321,Low_Spoilage_Risk
Garlic,4.49,61.47,827.4,2.81,-10.287,2.076,0.955,0.175,0.1469,M07_H22,0.663,-1.3343,Low_Spoilage_Risk
Maize,26.82,51.36,819.0,3.164,-3.42,0.203,0.996,0.2569,0.2312,M12_H00,0.62,-1.3198,Low_Spoilage_Risk
Mustard_Seed,16.33,52.45,766.2,3.721,-4.824,-0.253,0.915,0.2156,0.2512,M04_H02,0.553,-1.0912,Low_Spoilage_Risk
Maize,7.2,79.16,1104.5,0.737,3.299,0.539,0.948,0.6322,0.6624,M02_H04,0.912,2.9619,High_Spoilage_Risk
Onion,14.44,72.63,1020.1,2.731,-3.649,0.815,0.976,0.2676,0.3121,M09_H16,0.672,0.5033,Low_Spoilage_Risk
Mustard_Seed,26.43,74.98,1176.5,4.781,23.936,-0.009,0.921,0.7787,0.8285,M08_H11,0.426,0.7681,Critical_Spoilage
Maize,30.8,67.84,465.7,4.616,-6.942,0.684,0.866,0.3249,0.3611,M06_H12,0.446,1.2418,Moderate_Spoilage_Risk
Wheat,5.64,58.08,683.4,0.104,-5.489,0.774,0.847,0.0783,0.081,M02_H18,0.988,0.4687,Safe
Onion,18.65,92.9,1301.1,3.969,5.664,2.249,0.826,0.8703,0.9008,M06_H16,0.392,1.9407,Critical_Spoilage
Mustard_Seed,33.12,41.29,1072.0,4.577,12.573,0.224,0.848,0.5531,0.6039,M06_H00,0.451,-0.9056,High_Spoilage_Risk
